2015-04-30 00:06:11,917 [INFO ] org.springframework.web.context.ContextLoader  - Root WebApplicationContext: initialization started
    |     |  +-[ALIAS_REF] IdentNode: 'recruit0_.id' {alias=r, className=com.heike.domain.pojo.Recruit, tableAlias=recruit0_}
    |     |  \-[IDENT] IdentNode: 'endDate' {originalText=endDate}
    |     +-[SELECT_COLUMNS] SqlNode: ' as col_4_0_'
    |     +-[DOT] DotNode: 'recruit0_.salary' {propertyName=salary,dereferenceType=ALL,propertyPath=salary,path=r.salary,tableAlias=recruit0_,className=com.heike.domain.pojo.Recruit,classAlias=r}
    |     |  +-[ALIAS_REF] IdentNode: 'recruit0_.id' {alias=r, className=com.heike.domain.pojo.Recruit, tableAlias=recruit0_}
    |     |  \-[IDENT] IdentNode: 'salary' {originalText=salary}
    |     +-[SELECT_COLUMNS] SqlNode: ' as col_5_0_'
    |     +-[DOT] DotNode: 'employer1_.name' {propertyName=name,dereferenceType=ALL,propertyPath=name,path=e.name,tableAlias=employer1_,className=com.heike.domain.pojo.Employer,classAlias=e}
    |     |  +-[ALIAS_REF] IdentNode: 'employer1_.id' {alias=e, className=com.heike.domain.pojo.Employer, tableAlias=employer1_}
    |     |  \-[IDENT] IdentNode: 'name' {originalText=name}
    |     \-[SELECT_COLUMNS] SqlNode: ' as col_6_0_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=2, fromElements=2, fromElementByClassAlias=[e, r], fromElementByTableAlias=[recruit0_, employer1_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  +-[FROM_FRAGMENT] FromElement: 't_recruits recruit0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=t_recruits,tableAlias=recruit0_,origin=null,columns={,className=com.heike.domain.pojo.Recruit}}
    |  \-[FROM_FRAGMENT] FromElement: 't_employers employer1_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=e,role=null,tableName=t_employers,tableAlias=employer1_,origin=null,columns={,className=com.heike.domain.pojo.Employer}}
    +-[WHERE] SqlNode: 'where'
    |  \-[AND] SqlNode: 'and'
    |     +-[EQ] BinaryLogicOperatorNode: '='
    |     |  +-[DOT] DotNode: 'recruit0_.employer_id' {propertyName=empId,dereferenceType=ALL,propertyPath=empId,path=r.empId,tableAlias=recruit0_,className=com.heike.domain.pojo.Recruit,classAlias=r}
    |     |  |  +-[ALIAS_REF] IdentNode: 'recruit0_.id' {alias=r, className=com.heike.domain.pojo.Recruit, tableAlias=recruit0_}
    |     |  |  \-[IDENT] IdentNode: 'empId' {originalText=empId}
    |     |  \-[DOT] DotNode: 'employer1_.id' {propertyName=id,dereferenceType=ALL,propertyPath=id,path=e.id,tableAlias=employer1_,className=com.heike.domain.pojo.Employer,classAlias=e}
    |     |     +-[ALIAS_REF] IdentNode: 'employer1_.id' {alias=e, className=com.heike.domain.pojo.Employer, tableAlias=employer1_}
    |     |     \-[IDENT] IdentNode: 'id' {originalText=id}
    |     \-[EQ] BinaryLogicOperatorNode: '='
    |        +-[DOT] DotNode: 'recruit0_.status' {propertyName=status,dereferenceType=ALL,propertyPath=status,path=r.status,tableAlias=recruit0_,className=com.heike.domain.pojo.Recruit,classAlias=r}
    |        |  +-[ALIAS_REF] IdentNode: 'recruit0_.id' {alias=r, className=com.heike.domain.pojo.Recruit, tableAlias=recruit0_}
    |        |  \-[IDENT] IdentNode: 'status' {originalText=status}
    |        \-[NAMED_PARAM] ParameterNode: '?' {name=status, expectedType=org.hibernate.type.IntegerType@618b08}
    \-[ORDER] OrderByClause: 'order'
       +-[DOT] DotNode: 'recruit0_.endDate' {propertyName=endDate,dereferenceType=ALL,propertyPath=endDate,path=r.endDate,tableAlias=recruit0_,className=com.heike.domain.pojo.Recruit,classAlias=r}
       |  +-[ALIAS_REF] IdentNode: 'recruit0_.id' {alias=r, className=com.heike.domain.pojo.Recruit, tableAlias=recruit0_}
       |  \-[IDENT] IdentNode: 'endDate' {originalText=endDate}
       \-[DESCENDING] SqlNode: 'desc'

2015-04-30 00:06:34,377 [DEBUG] org.hibernate.hql.ast.ErrorCounter  - throwQueryException() : no errors
2015-04-30 00:06:34,377 [DEBUG] org.hibernate.hql.ast.QueryTranslatorImpl  - HQL: select new com.heike.domain.vo.RecruitVO(r.id, r.title, r.postName, r.releaseDate, r.endDate, r.salary, e.name) from com.heike.domain.pojo.Recruit r, com.heike.domain.pojo.Employer e  where r.empId = e.id and r.status = :status order by r.endDate desc
2015-04-30 00:06:34,377 [DEBUG] org.hibernate.hql.ast.QueryTranslatorImpl  - SQL: select recruit0_.id as col_0_0_, recruit0_.title as col_1_0_, recruit0_.postName as col_2_0_, recruit0_.releaseDate as col_3_0_, recruit0_.endDate as col_4_0_, recruit0_.salary as col_5_0_, employer1_.name as col_6_0_ from t_recruits recruit0_ cross join t_employers employer1_ where recruit0_.employer_id=employer1_.id and recruit0_.status=? order by recruit0_.endDate desc
2015-04-30 00:06:34,377 [DEBUG] org.hibernate.hql.ast.ErrorCounter  - throwQueryException() : no errors
2015-04-30 00:06:34,377 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
2015-04-30 00:06:34,377 [DEBUG] org.hibernate.SQL  - select recruit0_.id as col_0_0_, recruit0_.title as col_1_0_, recruit0_.postName as col_2_0_, recruit0_.releaseDate as col_3_0_, recruit0_.endDate as col_4_0_, recruit0_.salary as col_5_0_, employer1_.name as col_6_0_ from t_recruits recruit0_ cross join t_employers employer1_ where recruit0_.employer_id=employer1_.id and recruit0_.status=? order by recruit0_.endDate desc limit ?
2015-04-30 00:06:34,378 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open ResultSet (open ResultSets: 0, globally: 0)
2015-04-30 00:06:34,378 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,378 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,378 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,378 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,379 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,379 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,379 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,379 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,379 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,379 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,379 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close ResultSet (open ResultSets: 1, globally: 1)
2015-04-30 00:06:34,379 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
2015-04-30 00:06:34,379 [DEBUG] org.hibernate.engine.StatefulPersistenceContext  - initializing non-lazy collections
2015-04-30 00:06:34,384 [DEBUG] org.hibernate.hql.ast.QueryTranslatorImpl  - parse() - HQL: select count(*) from  com.heike.domain.pojo.Recruit r, com.heike.domain.pojo.Employer e  where r.empId = e.id and r.status = :status order by r.endDate desc
2015-04-30 00:06:34,392 [DEBUG] org.hibernate.hql.ast.AST  - --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  +-[RANGE] Node: 'RANGE'
    |  |  |  +-[DOT] Node: '.'
    |  |  |  |  +-[DOT] Node: '.'
    |  |  |  |  |  +-[DOT] Node: '.'
    |  |  |  |  |  |  +-[DOT] Node: '.'
    |  |  |  |  |  |  |  +-[IDENT] Node: 'com'
    |  |  |  |  |  |  |  \-[IDENT] Node: 'heike'
    |  |  |  |  |  |  \-[IDENT] Node: 'domain'
    |  |  |  |  |  \-[IDENT] Node: 'pojo'
    |  |  |  |  \-[IDENT] Node: 'Recruit'
    |  |  |  \-[ALIAS] Node: 'r'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[DOT] Node: '.'
    |  |     |  |  |  +-[DOT] Node: '.'
    |  |     |  |  |  |  +-[IDENT] Node: 'com'
    |  |     |  |  |  |  \-[IDENT] Node: 'heike'
    |  |     |  |  |  \-[IDENT] Node: 'domain'
    |  |     |  |  \-[IDENT] Node: 'pojo'
    |  |     |  \-[IDENT] Node: 'Employer'
    |  |     \-[ALIAS] Node: 'e'
    |  \-[SELECT] Node: 'select'
    |     \-[COUNT] Node: 'count'
    |        \-[ROW_STAR] Node: '*'
    +-[WHERE] Node: 'where'
    |  \-[AND] Node: 'and'
    |     +-[EQ] Node: '='
    |     |  +-[DOT] Node: '.'
    |     |  |  +-[IDENT] Node: 'r'
    |     |  |  \-[IDENT] Node: 'empId'
    |     |  \-[DOT] Node: '.'
    |     |     +-[IDENT] Node: 'e'
    |     |     \-[IDENT] Node: 'id'
    |     \-[EQ] Node: '='
    |        +-[DOT] Node: '.'
    |        |  +-[IDENT] Node: 'r'
    |        |  \-[IDENT] Node: 'status'
    |        \-[COLON] Node: ':'
    |           \-[IDENT] Node: 'status'
    \-[ORDER] Node: 'order'
       +-[DOT] Node: '.'
       |  +-[IDENT] Node: 'r'
       |  \-[IDENT] Node: 'endDate'
       \-[DESCENDING] Node: 'desc'

2015-04-30 00:06:34,392 [DEBUG] org.hibernate.hql.ast.ErrorCounter  - throwQueryException() : no errors
2015-04-30 00:06:34,392 [DEBUG] org.hibernate.hql.antlr.HqlSqlBaseWalker  - select << begin [level=1, statement=select]
2015-04-30 00:06:34,392 [DEBUG] org.hibernate.hql.ast.tree.FromElement  - FromClause{level=1} :  com.heike.domain.pojo.Recruit (r) -> recruit0_
2015-04-30 00:06:34,392 [DEBUG] org.hibernate.hql.ast.tree.FromElement  - FromClause{level=1} :  com.heike.domain.pojo.Employer (e) -> employer1_
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  r -> recruit0_.id
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.DotNode  - getDataType() : empId -> org.hibernate.type.LongType@17ef0a7
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  r.empId -> recruit0_.employer_id
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  e -> employer1_.id
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.DotNode  - getDataType() : id -> org.hibernate.type.LongType@17ef0a7
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  e.id -> employer1_.id
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  r -> recruit0_.id
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.DotNode  - getDataType() : status -> org.hibernate.type.IntegerType@618b08
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  r.status -> recruit0_.status
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  r -> recruit0_.id
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.DotNode  - getDataType() : endDate -> org.hibernate.type.StringType@165a43b
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.tree.FromReferenceNode  - Resolved :  r.endDate -> recruit0_.endDate
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.antlr.HqlSqlBaseWalker  - select : finishing up [level=1, statement=select]
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.HqlSqlWalker  - processQuery() :  ( SELECT ( {select clause} ( count * ) ) ( FromClause{level=1} t_recruits recruit0_ t_employers employer1_ ) ( where ( and ( = ( recruit0_.employer_id recruit0_.id empId ) ( employer1_.id employer1_.id id ) ) ( = ( recruit0_.status recruit0_.id status ) ? ) ) ) ( order ( recruit0_.endDate recruit0_.id endDate ) desc ) )
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.util.JoinProcessor  - Using FROM fragment [t_recruits recruit0_]
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.ast.util.JoinProcessor  - Using FROM fragment [t_employers employer1_]
2015-04-30 00:06:34,393 [DEBUG] org.hibernate.hql.antlr.HqlSqlBaseWalker  - select >> end [level=1, statement=select]
2015-04-30 00:06:34,394 [DEBUG] org.hibernate.hql.ast.AST  - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (t_recruits,t_employers)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[COUNT] CountNode: 'count'
    |  |  \-[ROW_STAR] SqlNode: '*'
    |  \-[SELECT_COLUMNS] SqlNode: ' as col_0_0_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=2, fromElements=2, fromElementByClassAlias=[e, r], fromElementByTableAlias=[recruit0_, employer1_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  +-[FROM_FRAGMENT] FromElement: 't_recruits recruit0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=r,role=null,tableName=t_recruits,tableAlias=recruit0_,origin=null,columns={,className=com.heike.domain.pojo.Recruit}}
    |  \-[FROM_FRAGMENT] FromElement: 't_employers employer1_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=e,role=null,tableName=t_employers,tableAlias=employer1_,origin=null,columns={,className=com.heike.domain.pojo.Employer}}
    +-[WHERE] SqlNode: 'where'
    |  \-[AND] SqlNode: 'and'
    |     +-[EQ] BinaryLogicOperatorNode: '='
    |     |  +-[DOT] DotNode: 'recruit0_.employer_id' {propertyName=empId,dereferenceType=ALL,propertyPath=empId,path=r.empId,tableAlias=recruit0_,className=com.heike.domain.pojo.Recruit,classAlias=r}
    |     |  |  +-[ALIAS_REF] IdentNode: 'recruit0_.id' {alias=r, className=com.heike.domain.pojo.Recruit, tableAlias=recruit0_}
    |     |  |  \-[IDENT] IdentNode: 'empId' {originalText=empId}
    |     |  \-[DOT] DotNode: 'employer1_.id' {propertyName=id,dereferenceType=ALL,propertyPath=id,path=e.id,tableAlias=employer1_,className=com.heike.domain.pojo.Employer,classAlias=e}
    |     |     +-[ALIAS_REF] IdentNode: 'employer1_.id' {alias=e, className=com.heike.domain.pojo.Employer, tableAlias=employer1_}
    |     |     \-[IDENT] IdentNode: 'id' {originalText=id}
    |     \-[EQ] BinaryLogicOperatorNode: '='
    |        +-[DOT] DotNode: 'recruit0_.status' {propertyName=status,dereferenceType=ALL,propertyPath=status,path=r.status,tableAlias=recruit0_,className=com.heike.domain.pojo.Recruit,classAlias=r}
    |        |  +-[ALIAS_REF] IdentNode: 'recruit0_.id' {alias=r, className=com.heike.domain.pojo.Recruit, tableAlias=recruit0_}
    |        |  \-[IDENT] IdentNode: 'status' {originalText=status}
    |        \-[NAMED_PARAM] ParameterNode: '?' {name=status, expectedType=org.hibernate.type.IntegerType@618b08}
    \-[ORDER] OrderByClause: 'order'
       +-[DOT] DotNode: 'recruit0_.endDate' {propertyName=endDate,dereferenceType=ALL,propertyPath=endDate,path=r.endDate,tableAlias=recruit0_,className=com.heike.domain.pojo.Recruit,classAlias=r}
       |  +-[ALIAS_REF] IdentNode: 'recruit0_.id' {alias=r, className=com.heike.domain.pojo.Recruit, tableAlias=recruit0_}
       |  \-[IDENT] IdentNode: 'endDate' {originalText=endDate}
       \-[DESCENDING] SqlNode: 'desc'

2015-04-30 00:06:34,394 [DEBUG] org.hibernate.hql.ast.ErrorCounter  - throwQueryException() : no errors
2015-04-30 00:06:34,394 [DEBUG] org.hibernate.hql.ast.QueryTranslatorImpl  - HQL: select count(*) from  com.heike.domain.pojo.Recruit r, com.heike.domain.pojo.Employer e  where r.empId = e.id and r.status = :status order by r.endDate desc
2015-04-30 00:06:34,394 [DEBUG] org.hibernate.hql.ast.QueryTranslatorImpl  - SQL: select count(*) as col_0_0_ from t_recruits recruit0_ cross join t_employers employer1_ where recruit0_.employer_id=employer1_.id and recruit0_.status=? order by recruit0_.endDate desc
2015-04-30 00:06:34,394 [DEBUG] org.hibernate.hql.ast.ErrorCounter  - throwQueryException() : no errors
2015-04-30 00:06:34,394 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
2015-04-30 00:06:34,394 [DEBUG] org.hibernate.SQL  - select count(*) as col_0_0_ from t_recruits recruit0_ cross join t_employers employer1_ where recruit0_.employer_id=employer1_.id and recruit0_.status=? order by recruit0_.endDate desc
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to open ResultSet (open ResultSets: 0, globally: 0)
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.loader.Loader  - result row: 
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close ResultSet (open ResultSets: 1, globally: 1)
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.jdbc.AbstractBatcher  - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.engine.StatefulPersistenceContext  - initializing non-lazy collections
2015-04-30 00:06:34,395 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Initiating transaction commit
2015-04-30 00:06:34,395 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Committing Hibernate transaction on Session [org.hibernate.impl.SessionImpl@16c634]
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.transaction.JDBCTransaction  - commit
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.transaction.JDBCTransaction  - re-enabling autocommit
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.transaction.JDBCTransaction  - committed JDBC Connection
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.jdbc.ConnectionManager  - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
2015-04-30 00:06:34,395 [DEBUG] org.springframework.jdbc.datasource.DataSourceUtils  - Resetting read-only flag of JDBC Connection [com.mchange.v2.c3p0.impl.NewProxyConnection@1618248]
2015-04-30 00:06:34,395 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Closing Hibernate Session [org.hibernate.impl.SessionImpl@16c634] after transaction
2015-04-30 00:06:34,395 [DEBUG] org.springframework.orm.hibernate3.SessionFactoryUtils  - Closing Hibernate Session
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.jdbc.ConnectionManager  - releasing JDBC connection [ (open PreparedStatements: 0, globally: 0) (open ResultSets: 0, globally: 0)]
2015-04-30 00:06:34,395 [DEBUG] com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@1189cbb [managed: 5, unused: 4, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb)
2015-04-30 00:06:34,395 [DEBUG] org.hibernate.jdbc.ConnectionManager  - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
2015-04-30 00:06:34,395 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Testing PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKIN.
2015-04-30 00:06:34,396 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Test of PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKIN has SUCCEEDED.
2015-04-30 00:06:34,400 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor  - Written [com.heike.domain.dto.Pager@1d3ce2c] as "application/json;charset=UTF-8" using [org.springframework.http.converter.json.MappingJacksonHttpMessageConverter@2fbd59]
2015-04-30 00:06:34,400 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Null ModelAndView returned to DispatcherServlet with name 'web': assuming HandlerAdapter completed request handling
2015-04-30 00:06:34,400 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Successfully completed request
2015-04-30 00:06:38,336 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - DispatcherServlet with name 'web' processing GET request for [/jobs/logout]
2015-04-30 00:06:38,336 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Looking up handler method for path /logout
2015-04-30 00:06:38,336 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Returning handler method [public java.lang.String com.heike.web.IndexController.logout(javax.servlet.http.HttpSession)]
2015-04-30 00:06:38,336 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'indexController'
2015-04-30 00:06:38,336 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Last-Modified value for [/jobs/logout] is: -1
2015-04-30 00:06:38,341 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Invoking afterPropertiesSet() on bean with name 'redirect:index'
2015-04-30 00:06:38,341 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Rendering view [org.springframework.web.servlet.view.RedirectView: name 'redirect:index'; URL [index]] in DispatcherServlet with name 'web'
2015-04-30 00:06:38,342 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Successfully completed request
2015-04-30 00:06:38,348 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - DispatcherServlet with name 'web' processing GET request for [/jobs/index]
2015-04-30 00:06:38,348 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Looking up handler method for path /index
2015-04-30 00:06:38,348 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Returning handler method [public java.lang.String com.heike.web.IndexController.index()]
2015-04-30 00:06:38,348 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'indexController'
2015-04-30 00:06:38,348 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Last-Modified value for [/jobs/index] is: -1
2015-04-30 00:06:38,349 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Rendering view [org.springframework.web.servlet.view.JstlView: name 'index'; URL [/WEB-INF/jsp/index.jsp]] in DispatcherServlet with name 'web'
2015-04-30 00:06:38,349 [DEBUG] org.springframework.web.servlet.view.JstlView  - Forwarding to resource [/WEB-INF/jsp/index.jsp] in InternalResourceView 'index'
2015-04-30 00:06:38,352 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Successfully completed request
2015-04-30 00:06:38,447 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - DispatcherServlet with name 'web' processing GET request for [/jobs/resources/scripts/utils.js]
2015-04-30 00:06:38,447 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Looking up handler method for path /resources/scripts/utils.js
2015-04-30 00:06:38,451 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Did not find handler method for [/resources/scripts/utils.js]
2015-04-30 00:06:38,451 [DEBUG] org.springframework.web.servlet.handler.SimpleUrlHandlerMapping  - Matching patterns for request [/resources/scripts/utils.js] are [/resources/**]
2015-04-30 00:06:38,451 [DEBUG] org.springframework.web.servlet.handler.SimpleUrlHandlerMapping  - URI Template variables for request [/resources/scripts/utils.js] are {}
2015-04-30 00:06:38,451 [DEBUG] org.springframework.web.servlet.handler.SimpleUrlHandlerMapping  - Mapping [/resources/scripts/utils.js] to HandlerExecutionChain with handler [org.springframework.web.servlet.resource.ResourceHttpRequestHandler@16eacf1] and 1 interceptor
2015-04-30 00:06:38,451 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Last-Modified value for [/jobs/resources/scripts/utils.js] is: -1
2015-04-30 00:06:38,451 [DEBUG] org.springframework.web.servlet.resource.ResourceHttpRequestHandler  - Trying relative path [scripts/utils.js] against base location: ServletContext resource [/resources/]
2015-04-30 00:06:38,451 [DEBUG] org.springframework.web.servlet.resource.ResourceHttpRequestHandler  - Found matching resource: ServletContext resource [/resources/scripts/utils.js]
2015-04-30 00:06:38,451 [DEBUG] org.springframework.web.servlet.resource.ResourceHttpRequestHandler  - Determined media type 'application/x-javascript' for ServletContext resource [/resources/scripts/utils.js]
2015-04-30 00:06:38,452 [DEBUG] org.springframework.web.servlet.resource.ResourceHttpRequestHandler  - Resource not modified - returning 304
2015-04-30 00:06:38,452 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Null ModelAndView returned to DispatcherServlet with name 'web': assuming HandlerAdapter completed request handling
2015-04-30 00:06:38,452 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - Successfully completed request
2015-04-30 00:06:38,472 [DEBUG] org.springframework.web.servlet.DispatcherServlet  - DispatcherServlet with name 'web' processing POST request for [/jobs/recruits]
2015-04-30 00:06:38,472 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Looking up handler method for path /recruits
2015-04-30 00:06:38,472 [DEBUG] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping  - Returning handler method [public com.heike.domain.dto.Pager<com.heike.domain.vo.RecruitVO> com.heike.web.IndexController.recruits(com.heike.domain.dto.Pager<com.heike.domain.vo.RecruitVO>)]
2015-04-30 00:06:38,472 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'indexController'
2015-04-30 00:06:38,473 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Creating new transaction with name [com.heike.service.RecruitServiceImpl.findPage]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT,readOnly
2015-04-30 00:06:38,473 [DEBUG] org.hibernate.impl.SessionImpl  - opened session at timestamp: 5858605459345408
2015-04-30 00:06:38,473 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Opened new Session [org.hibernate.impl.SessionImpl@1226fe1] for Hibernate transaction
2015-04-30 00:06:38,473 [DEBUG] org.springframework.orm.hibernate3.HibernateTransactionManager  - Preparing JDBC Connection of Hibernate Session [org.hibernate.impl.SessionImpl@1226fe1]
2015-04-30 00:06:38,473 [DEBUG] org.hibernate.jdbc.ConnectionManager  - opening JDBC connection
2015-04-30 00:06:38,474 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Testing PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKOUT.
2015-04-30 00:06:38,474 [DEBUG] com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool  - Test of PooledConnection [com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb] on CHECKOUT has SUCCEEDED.
2015-04-30 00:06:38,474 [DEBUG] com.mchange.v2.resourcepool.BasicResourcePool  - trace com.mchange.v2.resourcepool.BasicResourcePool@1189cbb [managed: 5, unused: 4, excluded: 0] (e.g. com.mchange.v2.c3p0.impl.NewPooledConnection@4e68fb)
2015-04-30 00:06:38,474 [DEBUG] org.springframework.jdbc.datasource.DataSourceUtils  - Setting JDBC Connection [com.mchange.v2.c3p0.impl.NewProxyConnection@3f983f] read-only
2015-04-30 00:06:38,474 [DEBUG] org.hibernate.transaction.JDBCTransaction  - begin
2015-04-30 00:06:38,474 [DEBUG] org.hibernate.transaction.JDBCTransaction  - current autocommit status: true
2015-04-30 00:06:38,474 [DEBUG] org.hibernate.transaction.JDBCTransaction  - disabling autocommit
